Raz. social del proveedor,IVA,CUIT,Fecha Cpa.,Comp.T,No comprobante Neto Gravado,Ex/Int/Ot(+/-)Cpas RS/Rni,IVA,Acrec.,Percepción,Retención,Total
RUTA 22 S.A.,RI,30-59863915-5,03/06/2016,FAC  A,0014-00163110 296.34,41.96 0.00,62.23,0.00,0.00,0.00,400.53
SERVICOMPRAS EL,RI,27-23918437-0,03/06/2016,FAC  B,0006-00059585 102.00,0.00 0.00,0.00,0.00,0.00,0.00,102.00
RUTA 22 S.A.,RI,30-59863915-5,04/06/2016,FAC  A,0016-00166763 337.12,52.28 0.00,70.80,0.00,0.00,0.00,460.20
ARRAYANES  OCHO,RI,30-71189269-5,04/06/2016,FAC  A,0004-00011643 865.08,173.66 0.00,181.67,0.00,0.00,0.00,1220.41
DISTRIBUIDORA LEO,RI,30-69788550-8,06/06/2016,FAC  A,0006-00019047 1157.03,0.00 0.00,242.98,0.00,0.00,0.00,1400.01
RICOH S.A.,RI,30-50423158-1,06/06/2016,FAC  A,0054-00050320 990.43,0.00 0.00,104.00,0.00,0.00,0.00,1094.43
RICOH S.A.,RI,30-50423158-1,06/06/2016,FAC  A,0054-00050409 14786.39,0.00 0.00,3105.14,0.00,443.59,0.00,18335.12
RICOH S.A.,RI,30-50423158-1,06/06/2016,FAC  A,0054-00050408 2133.33,0.00 0.00,448.00,0.00,64.00,0.00,2645.33
RICOH S.A.,RI,30-50423158-1,06/06/2016,FAC  A,0054-00050399 4379.69,0.00 0.00,919.73,0.00,131.39,0.00,5430.81
BANCO  MACRO  S.A,RI,30-50001008-4,06/06/2016,FAC  A,0001-00006616 934.55,0.00 0.00,170.21,0.00,130.20,0.00,1234.96
RICOH S.A.,RI,30-50423158-1,07/06/2016,FAC  A,0054-00050512 994.88,0.00 0.00,208.92,0.00,29.85,0.00,1233.65
RICOH S.A.,RI,30-50423158-1,07/06/2016,FAC  A,0054-00050497 187.86,0.00 0.00,39.45,0.00,0.00,0.00,227.31
RICOH S.A.,RI,30-50423158-1,07/06/2016,FAC  A,0054-00050470 677.11,0.00 0.00,142.19,0.00,0.00,0.00,819.30
TEXTILES MAYOR,RI,33-70851602-9,07/06/2016,FAC  A,0003-00000967 5377.69,0.00 0.00,1129.31,0.00,0.00,0.00,6507.00
RESET ARGENTINA,RI,30-70958994-2,07/06/2016,FAC  A,0010-00003817 5254.74,0.00 0.00,1103.50,0.00,0.00,0.00,6358.24
RICOH S.A.,RI,30-50423158-1,07/06/2016,FAC  A,0054-00050540 6071.36,0.00 0.00,1274.99,0.00,182.14,0.00,7528.49
BANCO  MACRO  S.A,RI,30-50001008-4,07/06/2016,FAC  A,0001-00007616 436.29,0.00 0.00,91.62,0.00,60.88,0.00,588.79
VIA  CARGAS Y,RI,30-64392215-7,08/06/2016,FAC  A,6031-00000787 90.91,0.00 0.00,19.09,0.00,0.00,0.00,110.00
RUTA 22 S.A.,RI,30-59863915-5,08/06/2016,FAC  A,0014-00163956 444.32,62.92 0.00,93.31,0.00,0.00,0.00,600.55
ARMORIQUE,RI,30-70745016-5,08/06/2016,FAC  A,0004-00009406 4380.18,0.00 0.00,919.84,0.00,0.00,0.00,5300.02
EL EMPORIO DE LA,RI,27-92056795-4,09/06/2016,FAC  A,0005-00017051 53.72,0.00 0.00,11.28,0.00,0.00,0.00,65.00
RUTA 22 S.A.,RI,30-59863915-5,10/06/2016,FAC  A,0014-00164453 370.20,52.42 0.00,77.74,0.00,0.00,0.00,500.36
CHEVALLIER,RI,30-70721568-9,10/06/2016,FAC  A,6034-00000853 235.62,0.00 0.00,49.48,0.00,0.00,0.00,285.10
CRUZ  DEL SUR  S.A,RI,30-55656579-8,13/06/2016,FAC  A,0142-00093014 591.66,0.00 0.00,124.25,0.00,0.00,0.00,715.91
S.A INPORTADORA Y,RI,30-50673003-8,13/06/2016,FAC  A,3486-00002890 219.32,0.00 0.00,46.06,0.00,4.39,0.00,269.77
RUTA 22 S.A.,RI,30-59863915-5,13/06/2016,FAC  A,0014-00164812 311.00,44.05 0.00,65.31,0.00,0.00,0.00,420.36
GLOBAL  OIL  S.R.L.,RI,30-71146351-4,13/06/2016,FAC  A,0005-00018877 115.70,0.00 0.00,24.30,0.00,0.00,0.00,140.00
YPF DEL PARQUE,RI,30-71430890-0,13/06/2016,FAC  A,0003-00010156 149.84,18.70 0.00,31.47,0.00,0.00,0.00,200.01
NEUMA CENTRO,RI,20-23801732-8,13/06/2016,FAC  A,0002-00005753 818.18,0.00 0.00,171.82,0.00,0.00,0.00,990.00
EL EMPORIO DE LA,RI,27-92056795-4,13/06/2016,FAC  A,0005-00016987 226.45,0.00 0.00,47.55,0.00,0.00,0.00,274.00
RICOH S.A.,RI,30-50423158-1,13/06/2016,FAC  A,0054-00050751 21618.70,0.00 0.00,4539.93,0.00,648.56,0.00,26807.19
VIA  CARGAS Y,RI,30-64392215-7,14/06/2016,FAC  A,6031-00000886 90.91,0.00 0.00,19.09,0.00,0.00,0.00,110.00
RUTA 22 S.A.,RI,30-59863915-5,15/06/2016,FAC  A,0014-00165249 295.96,41.91 0.00,62.15,0.00,0.00,0.00,400.02
RUTA 22 S.A.,RI,30-59863915-5,15/06/2016,FAC  A,0014-00165366 495.73,70.20 0.00,104.10,0.00,0.00,0.00,670.03
TRANSPORTES DEL,RI,30-70727688-2,15/06/2016,FAC  A,0004-00007604 150.00,0.00 0.00,31.50,0.00,0.00,0.00,181.50
GOMERIA EL,RI,20-07646556-9,16/06/2016,FAC  A,0001-00005034 80.00,0.00 0.00,16.80,0.00,0.00,0.00,96.80
RESTAURANT  LAS,RI,30-71037022-9,16/06/2016,FAC  A,0002-00006665 280.99,0.00 0.00,59.01,0.00,0.00,0.00,340.00
LG RINCON  SRL,RI,30-70919461-1,16/06/2016,FAC  A,0004-00269169 220.93,37.69 0.00,46.40,0.00,0.00,0.00,305.02
GEONATURA,RI,30-70962791-7,16/06/2016,FAC  A,0003-00000779 1800.00,0.00 0.00,378.00,0.00,0.00,0.00,2178.00
TRANSPORTES DEL,RI,30-70727688-2,16/06/2016,FAC  A,0004-00007634 150.00,0.00 0.00,31.50,0.00,0.00,0.00,181.50
MAGALLANES,RI,20-11503278-0,16/06/2016,FAC  A,0003-00000348 87.78,0.00 0.00,9.22,0.00,0.00,0.00,97.00
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051095 6475.32,0.00 0.00,1359.82,0.00,194.26,0.00,8029.40
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051096 2717.52,0.00 0.00,570.68,0.00,81.53,0.00,3369.73
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051097 11994.03,0.00 0.00,2518.75,0.00,359.82,0.00,14872.60
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051033 3283.93,0.00 0.00,689.63,0.00,98.52,0.00,4072.08
Raz. social del proveedor,IVA,CUIT,Fecha Cpa.,Comp.T,No comprobante Neto Gravado,Ex/Int/Ot(+/-)Cpas RS/Rni,IVA,Acrec.,Percepción,Retención,Total
Transporte:,,,,,122334.78,885.99 0.00,25164.05,0.00,2429.13,0.00,150813.95
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051185 21903.85,0.00 0.00,4599.81,0.00,657.12,0.00,27160.78
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051189 776.35,0.00 0.00,163.03,0.00,23.29,0.00,962.67
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051247 7538.97,0.00 0.00,1583.18,0.00,226.17,0.00,9348.32
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051226 927.94,0.00 0.00,194.87,0.00,27.84,0.00,1150.65
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051246 216.84,0.00 0.00,45.54,0.00,0.00,0.00,262.38
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051200 3391.06,0.00 0.00,712.12,0.00,101.73,0.00,4204.91
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051207 6344.73,0.00 0.00,1332.39,0.00,190.34,0.00,7867.46
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051220 3869.84,0.00 0.00,812.67,0.00,116.10,0.00,4798.61
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051090 916.84,0.00 0.00,192.54,0.00,27.51,0.00,1136.89
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051184 929.99,0.00 0.00,195.30,0.00,27.90,0.00,1153.19
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051183 1650.84,0.00 0.00,346.68,0.00,49.53,0.00,2047.05
RICOH S.A.,RI,30-50423158-1,16/06/2016,FAC  A,0054-00051003 2733.18,0.00 0.00,573.97,0.00,82.00,0.00,3389.15
CHAPERMAN  S.R.L.,RI,30-71032389-1,21/06/2016,FAC  A,0004-00003822 256.19,0.00 0.00,53.80,0.00,0.00,0.00,309.99
DISTRIBUIDORA LEO,RI,30-69788550-8,21/06/2016,FAC  A,0006-00019762 1364.46,0.00 0.00,286.54,0.00,0.00,0.00,1651.00
DISTRIBUIDORA LEO,RI,30-69788550-8,21/06/2016,FAC  A,0006-00019766 1157.00,0.00 0.00,242.97,0.00,0.00,0.00,1399.97
RICOH S.A.,RI,30-50423158-1,21/06/2016,FAC  A,0054-00051454 9938.88,0.00 0.00,2087.16,0.00,298.17,0.00,12324.21
RICOH S.A.,RI,30-50423158-1,21/06/2016,FAC  A,0054-00051474 10648.80,0.00 0.00,2236.25,0.00,319.46,0.00,13204.51
S.A INPORTADORA Y,RI,30-50673003-8,22/06/2016,FAC  A,3482-00002847 1661.34,0.00 0.00,320.08,0.00,78.96,0.00,2060.38
RUTA 22 S.A.,RI,30-59863915-5,23/06/2016,FAC  A,0014-00166509 293.16,45.47 0.00,61.56,0.00,0.00,0.00,400.19
RUTA 22 S.A.,RI,30-59863915-5,23/06/2016,FAC  A,0014-00166659 110.39,17.12 0.00,23.18,0.00,0.00,0.00,150.69
RAUL GAVAROTTO,RI,30-71222030-5,23/06/2016,FAC  A,0010-00003123 299.10,0.00 0.00,62.81,0.00,0.00,0.00,361.91
RICOH S.A.,RI,30-50423158-1,24/06/2016,FAC  A,0054-00051709 13005.00,0.00 0.00,1365.53,0.00,0.00,0.00,14370.53
RICOH S.A.,RI,30-50423158-1,24/06/2016,FAC  A,0054-00051687 741.56,0.00 0.00,155.73,0.00,22.25,0.00,919.54
GULLIVER,RI,27-13079753-4,24/06/2016,FAC  A,0004-00000310 148.76,0.00 0.00,31.24,0.00,0.00,0.00,180.00
RICOH S.A.,RI,30-50423158-1,24/06/2016,FAC  A,0054-00051677 2547.35,0.00 0.00,534.94,0.00,76.42,0.00,3158.71
RICOH S.A.,RI,30-50423158-1,24/06/2016,FAC  A,0054-00051679 1139.82,0.00 0.00,239.36,0.00,34.19,0.00,1413.37
RICOH S.A.,RI,30-50423158-1,24/06/2016,FAC  A,0054-00051606 2456.50,0.00 0.00,515.87,0.00,73.70,0.00,3046.07
RAUL GAVAROTTO,RI,30-71222030-5,27/06/2016,FAC  A,0010-00003208 239.73,0.00 0.00,50.34,0.00,0.00,0.00,290.07
TRANSPORTES DEL,RI,30-70727688-2,27/06/2016,FAC  A,0004-00007794 360.00,0.00 0.00,75.60,0.00,0.00,0.00,435.60
RICOH S.A.,RI,30-50423158-1,29/06/2016,FAC  A,0054-00052044 2543.97,0.00 0.00,526.84,0.00,74.21,0.00,3145.02
FERRETERIA SALTA,RI,20-93592939-4,29/06/2016,FAC  A,0004-00016169 24.79,0.00 0.00,5.21,0.00,0.00,0.00,30.00
FERRETERIA SALTA,RI,20-93592939-4,29/06/2016,FAC  A,0004-00016168 24.79,0.00 0.00,5.21,0.00,0.00,0.00,30.00
OPESA  ACA PIEDRA,RI,30-67877449-5,29/06/2016,FAC  A,3523-00019248 849.81,116.87 0.00,178.46,0.00,0.00,0.00,1145.14
RUTA 22 S.A.,RI,30-59863915-5,29/06/2016,FAC  A,0014-00167769 334.04,51.81 0.00,70.15,0.00,0.00,0.00,456.00
S.A INPORTADORA Y,RI,30-50673003-8,30/06/2016,FAC  A,2876-00001103 1530.05,0.00 0.00,278.64,0.00,70.40,0.00,1879.09
PANADERIA SAN,RI,20-24180955-3,30/06/2016,FAC  A,0003-00036641 86.78,0.00 0.00,18.22,0.00,0.00,0.00,105.00
RESTAURANT  LAS,RI,30-71037022-9,30/06/2016,FAC  A,0002-00006734 281.00,0.00 0.00,59.01,0.00,0.00,0.00,340.01
HELADERIAY,RI,23-18169781-4,30/06/2016,FAC  A,0005-00001609 305.78,0.00 0.00,64.21,0.00,0.00,0.00,369.99
