Raz. social del proveedor IVA,,CUIT,Fecha Cpa.,Comp.T,No comprobante Neto Gravado,Ex/Int/Ot(+/-)Cpas RS/Rni,IVA,Acrec.,Percepción,Retención,Total
RICOH S.A. RI,,30-50423158-1,28/06/2015,FAC  A,0054-00025223 1009.22,0.00 0.00,211.94,0.00,30.28,0.00,1251.44
RICOH S.A. RI,,30-50423158-1,28/06/2015,FAC  A,0054-00025222 4026.00,0.00 0.00,845.46,0.00,120.78,0.00,4992.24
RICOH S.A. RI,,30-50423158-1,28/06/2015,FAC  A,0054-00025219 4177.15,0.00 0.00,877.20,0.00,125.31,0.00,5179.66
RICOH S.A. RI,,30-50423158-1,30/06/2015,FAC  A,0054-00025432 194748.53,0.00 0.00,40897.19,0.00,5842.46,0.00,241488.18
RICOH S.A. RI,,30-50423158-1,30/06/2015,FAC  A,0054-00025419 48925.58,0.00 0.00,10274.37,0.00,1467.77,0.00,60667.72
AGUAS  S.R.L RI,,30-70753387-7,30/06/2015,FAC  A,0035-00057714 454.52,0.00 0.00,95.45,0.00,0.00,0.00,549.97
RUTA 22 S.A. RI,,30-59863915-5,01/07/2015,FAC  A,0014-00108249 126.36,47.36 0.00,26.54,0.00,0.00,0.00,200.26
S.A INPORTADORA Y RI,,30-50673003-8,01/07/2015,FAC  A,3468-00000775 525.22,0.00 0.00,101.50,0.00,10.50,0.00,637.22
HOTEL SAN JOSE RI,,34-58111664-2,02/07/2015,FAC  A,0002-00007250 528.92,0.00 0.00,111.07,0.00,0.00,0.00,639.99
SANITARIOS  SAKURA RI,,30-70947725-7,02/07/2015,FAC  A,0003-00015283 99.17,0.00 0.00,20.83,0.00,0.00,0.00,120.00
PANADERIA SAN RI,,20-24180955-3,02/07/2015,FAC  A,0003-00026442 61.98,0.00 0.00,13.02,0.00,0.00,0.00,75.00
SANITARIOS  SAKURA RI,,30-70947725-7,02/07/2015,FAC  A,0009-00002681 3991.75,0.00 0.00,838.27,0.00,0.00,0.00,4830.02
RESTAURANT  LAS RI,,30-71037022-9,02/07/2015,FAC  A,0002-00004822 214.87,0.00 0.00,45.12,0.00,0.00,0.00,259.99
GLOBAL  OIL  S.R.L. RI,,30-71146351-4,02/07/2015,FAC  A,0006-00014260 111.57,0.00 0.00,23.43,0.00,0.00,0.00,135.00
LG RINCON  SRL RI,,30-70919461-1,02/07/2015,FAC  A,0004-00234920 184.23,77.08 0.00,38.69,0.00,0.00,0.00,300.00
SERVICOMPRAS EL RI,,27-23918437-0,03/07/2015,FAC  A,0002-00018928 21.49,0.00 0.00,4.51,0.00,0.00,0.00,26.00
SERVICOMPRAS EL RI,,27-23918437-0,03/07/2015,FAC  A,0002-00018924 66.12,0.00 0.00,13.89,0.00,0.00,0.00,80.01
RICOH S.A. RI,,30-50423158-1,03/07/2015,FAC  A,0054-00025474 37742.70,0.00 0.00,7925.97,0.00,1132.28,0.00,46800.95
OPESA  ACA PIEDRA RI,,30-67877449-5,03/07/2015,FAC  A,3382-00000836 246.76,87.65 0.00,51.82,0.00,0.00,0.00,386.23
ANGELA  NESCI S.R.L. RI,,30-70883682-2,03/07/2015,FAC  A,0009-00090208 403.95,151.38 0.00,84.83,0.00,0.00,0.00,640.16
ALRODAR RI,,20-35230354-3,03/07/2015,FAC  A,0001-00000198 1322.31,0.00 0.00,277.69,0.00,0.00,0.00,1600.00
DISTRIBUIDORA LEO RI,,30-69788550-8,03/07/2015,FAC  A,0003-00305602 8019.83,0.00 0.00,1684.16,0.00,0.00,0.00,9703.99
RUTA 22 S.A. RI,,30-59863915-5,03/07/2015,FAC  A,0014-00108805 171.18,73.01 0.00,35.95,0.00,0.00,0.00,280.14
RUTA 22 S.A. RI,,30-59863915-5,03/07/2015,FAC  A,0014-00108772 320.55,82.14 0.00,67.32,0.00,0.00,0.00,470.01
RUTA 22 S.A. RI,,30-59863915-5,03/07/2015,FAC  A,0014-00108653 127.32,47.71 0.00,26.74,0.00,0.00,0.00,201.77
HELADERIAY RI,,23-18169781-4,03/07/2015,FAC  A,0005-00001358 272.73,0.00 0.00,57.27,0.00,0.00,0.00,330.00
BPN RI,,30-50001404-7,04/07/2015,FAC  A,0001-00040715 1460.46,0.00 0.00,306.70,0.00,0.00,0.00,1767.16
BANCO FRANCES RI,,30-50000319-3,04/07/2015,FAC  A,0001-00004715 282.19,0.00 0.00,59.26,0.00,0.00,0.00,341.45
S.A INPORTADORA Y RI,,30-50673003-8,04/07/2015,FAC  A,2882-00003851 1349.60,0.00 0.00,259.20,0.00,64.02,0.00,1672.82
RICOH S.A. RI,,30-50423158-1,06/07/2015,FAC  A,0054-00025513 28169.55,0.00 0.00,5915.61,0.00,845.09,0.00,34930.25
RICOH S.A. RI,,30-50423158-1,06/07/2015,FAC  A,0054-00025512 2184.55,0.00 0.00,369.54,0.00,40.05,0.00,2594.14
VIEJA DALI RI,,30-71425057-0,06/07/2015,FAC  A,0001-00000430 355.33,0.05 0.00,74.62,0.00,0.00,0.00,430.00
RUTA 22 S.A. RI,,30-59863915-5,06/07/2015,FAC  A,0014-00109156 259.99,65.41 0.00,54.60,0.00,0.00,0.00,380.00
RUTA 22 S.A. RI,,30-59863915-5,06/07/2015,FAC  A,0014-00109050 126.83,46.61 0.00,26.63,0.00,0.00,0.00,200.07
Raz. social del proveedor,IVA,CUIT,Fecha Cpa.,Comp.T,No comprobante Neto Gravado,Ex/Int/Ot(+/-)Cpas RS/Rni,IVA,Acrec.,Percepción,Retención,Total
Transporte:,,,,,432565.77,1765.87 0.00,90440.74,0.00,10260.69,0.00,535033.07
EL CARRITO DEL,RI,20-08119334-8,07/07/2015,FAC  A,0006-00005095 398.34,0.00 0.00,83.65,0.00,0.00,0.00,481.99
CRUZ  DEL SUR  S.A,RI,30-55656579-8,07/07/2015,FAC  A,0142-00001428 359.54,0.00 0.00,75.50,0.00,0.00,0.00,435.04
OPESA  ACA PIEDRA,RI,30-67877449-5,07/07/2015,FAC  A,2520-00124496 122.79,54.92 0.00,25.79,0.00,0.00,0.00,203.50
EL RINCON DE,RI,30-59363033-8,07/07/2015,FAC  A,0014-00080496 298.98,88.23 0.00,62.79,0.00,0.00,0.00,450.00
OPESA  ACA PIEDRA,RI,30-67877449-5,07/07/2015,FAC  A,2524-00038563 74.40,0.00 0.00,15.62,0.00,0.00,0.00,90.02
VIEJA DALI,RI,30-71425057-0,07/07/2015,FAC  A,0001-00000431 285.12,0.00 0.00,59.88,0.00,0.00,0.00,345.00
OPESA  ACA PIEDRA,RI,30-67877449-5,08/07/2015,FAC  A,3421-00005593 249.11,58.73 0.00,52.31,0.00,0.00,0.00,360.15
BETOS  ALVAREZ,RI,20-22239692-2,08/07/2015,FAC  A,0001-00009950 257.86,0.00 0.00,54.15,0.00,0.00,0.00,312.01
CORRALON,RI,30-62556714-5,08/07/2015,FAC  A,0008-00115302 26822.61,0.00 0.00,5632.75,0.00,536.45,0.00,32991.81
EL EMPORIO DE LA,RI,27-92056795-4,08/07/2015,FAC  A,0005-00013801 57.02,0.00 0.00,11.97,0.00,0.00,0.00,68.99
LA FONDA DEL TIO,RI,30-68909390-2,08/07/2015,FAC  A,0003-00011954 225.62,0.00 0.00,47.38,0.00,0.00,0.00,273.00
OPESA  ACA PIEDRA,RI,30-67877449-5,08/07/2015,FAC  A,2524-00038568 57.45,0.00 0.00,12.06,0.00,0.00,0.00,69.51
DISTRIBUIDORA LEO,RI,30-69788550-8,10/07/2015,FAC  A,0003-00305936 1462.80,0.00 0.00,307.19,0.00,0.00,0.00,1769.99
FERRETERIA SALTA,RI,20-93592939-4,10/07/2015,FAC  A,0004-00010367 42.15,0.00 0.00,8.85,0.00,0.00,0.00,51.00
RUTA 22 S.A.,RI,30-59863915-5,10/07/2015,FAC  A,0014-00109684 342.08,86.08 0.00,71.84,0.00,0.00,0.00,500.00
RICOH S.A.,RI,30-50423158-1,10/07/2015,FAC  A,0054-00025612 844.48,0.00 0.00,177.34,0.00,25.33,0.00,1047.15
LA  PLAZA  SRL,RI,30-68954994-9,13/07/2015,FAC  A,0131-00016471 428.14,6.99 0.00,89.91,0.00,0.00,0.00,525.04
ROGELIO  Y  RUBEN,RI,30-71204575-9,13/07/2015,FAC  A,0006-00010831 115.05,35.87 0.00,24.16,0.00,0.00,0.00,175.08
EST. LA 251 YPF,RI,30-66053525-6,13/07/2015,FAC  A,0007-00086009 158.02,38.80 0.00,33.18,0.00,0.00,0.00,230.00
RUTA 22 S.A.,RI,30-59863915-5,13/07/2015,FAC  A,0014-00110049 122.90,51.47 0.00,25.81,0.00,0.00,0.00,200.18
RUTA 22 S.A.,RI,30-59863915-5,14/07/2015,FAC  A,0014-00110301 342.18,146.09 0.00,71.86,0.00,0.00,0.00,560.13
COMERCIAL  Y,RI,20-16165076-6,15/07/2015,FAC  A,0003-00009867 114.05,0.00 0.00,23.95,0.00,0.00,0.00,138.00
RICOH S.A.,RI,30-50423158-1,15/07/2015,FAC  A,0054-00025842 1403.41,0.00 0.00,294.72,0.00,42.10,0.00,1740.23
RICOH S.A.,RI,30-50423158-1,15/07/2015,FAC  A,0054-00025845 16410.80,0.00 0.00,1723.13,0.00,0.00,0.00,18133.93
RUTA 22 S.A.,RI,30-59863915-5,16/07/2015,FAC  A,0014-00110569 397.16,169.56 0.00,83.40,0.00,0.00,0.00,650.12
DISTRIBUIDORA LEO,RI,30-69788550-8,16/07/2015,FAC  A,0003-00306289 1388.43,0.00 0.00,291.57,0.00,0.00,0.00,1680.00
TRANSPORTES DEL,RI,30-70727688-2,16/07/2015,FAC  A,0004-00000239 160.00,0.00 0.00,33.60,0.00,0.00,0.00,193.60
RUTA 22 S.A.,RI,30-59863915-5,16/07/2015,FAC  A,0014-00110594 183.32,78.26 0.00,38.50,0.00,0.00,0.00,300.08
HIBU  ARGENTINA,RI,30-65411876-7,17/07/2015,FAC  A,0379-06574363 268.64,0.00 0.00,56.41,0.00,0.00,0.00,325.05
COMERCIAL  Y,RI,20-16165076-6,17/07/2015,FAC  A,0003-00009892 45.45,0.00 0.00,9.54,0.00,0.00,0.00,54.99
BANCO  MACRO  S.A,RI,30-50001008-4,17/07/2015,FAC  A,0001-00001715 1429.95,0.00 0.00,300.29,0.00,0.00,0.00,1730.24
TELECOM ARG.S.A,RI,30-63945373-8,17/07/2015,FAC  A,7407-13278232 7.90,0.00 0.00,2.13,0.00,0.16,0.00,10.19
AUCA MAHUIDA SRL,RI,30-67258738-3,17/07/2015,FAC  A,0004-00064028 256.68,104.43 0.00,53.90,0.00,0.00,0.00,415.01
YPF DEL PARQUE,RI,30-71430890-0,17/07/2015,FAC  A,0002-00034375 184.19,77.14 0.00,38.68,0.00,0.00,0.00,300.01
HELADERIAY,RI,23-18169781-4,17/07/2015,FAC  A,0005-00001369 128.10,0.00 0.00,26.90,0.00,0.00,0.00,155.00
RICOH S.A.,RI,30-50423158-1,17/07/2015,NCR  A,0054-00001185 -7051.16,0.00 0.00,-1480.74,0.00,-211.53,0.00,-8743.43
RICOH S.A.,RI,30-50423158-1,17/07/2015,NCR  A,0054-00001186 -35255.84,0.00 0.00,-7403.73,0.00,-1057.68,0.00,-43717.25
TRANSPORTES DEL,RI,30-70727688-2,20/07/2015,FAC  A,0004-00000305 100.00,0.00 0.00,21.00,0.00,0.00,0.00,121.00
EL EMPORIO DE LA,RI,27-92056795-4,20/07/2015,FAC  A,0005-00013905 33.06,0.00 0.00,6.94,0.00,0.00,0.00,40.00
RUTA 22 S.A.,RI,30-59863915-5,20/07/2015,FAC  A,0014-00111040 204.12,53.18 0.00,42.87,0.00,0.00,0.00,300.17
PAPENUAS,RI,27-12291829-2,20/07/2015,FAC  A,0010-00002177 165.55,0.00 0.00,34.77,0.00,0.00,0.00,200.32
RICOH S.A.,RI,30-50423158-1,21/07/2015,FAC  A,0054-00026433 5953.14,0.00 0.00,1127.58,0.00,143.57,0.00,7224.29
RICOH S.A.,RI,30-50423158-1,21/07/2015,FAC  A,0054-00026429 10867.99,0.00 0.00,2282.28,0.00,326.04,0.00,13476.31
RICOH S.A.,RI,30-50423158-1,21/07/2015,FAC  A,0054-00026427 36436.90,0.00 0.00,7651.75,0.00,1093.11,0.00,45181.76
RICOH S.A.,RI,30-50423158-1,21/07/2015,FAC  A,0054-00026426 7855.19,0.00 0.00,1649.59,0.00,235.66,0.00,9740.44
NEUQUEN,RI,30-64676636-9,22/07/2015,FAC  A,0016-00057527 126.33,47.27 0.00,26.53,0.00,0.00,0.00,200.13
YPF DEL PARQUE,RI,30-71430890-0,22/07/2015,FAC  A,0002-00034805 280.50,70.60 0.00,58.91,0.00,0.00,0.00,410.01
AUCA MAHUIDA SRL,RI,30-67258738-3,22/07/2015,FAC  A,0004-00064432 192.53,57.04 0.00,40.43,0.00,0.00,0.00,290.00
LA MARCA,RI,30-71100886-8,22/07/2015,FAC  A,0011-00000828 60984.30,0.00 0.00,12806.70,0.00,0.00,0.00,73791.00
RUTA 22 S.A.,RI,30-59863915-5,23/07/2015,FAC  A,0014-00111523 391.02,166.95 0.00,82.11,0.00,0.00,0.00,640.08
FULL EXPRESS,RI,30-71445881-3,23/07/2015,FAC  A,0004-00007740 165.19,50.17 0.00,34.69,0.00,0.00,0.00,250.05
CANAY DE SANDRO,RI,20-18313225-4,23/07/2015,FAC  A,0001-00003194 219.00,0.00 0.00,45.99,0.00,0.00,0.00,264.99
TRANSPORTES DEL,RI,30-70727688-2,23/07/2015,FAC  A,0004-00000397 82.65,0.00 0.00,17.36,0.00,0.00,0.00,100.01
COMERCIAL  Y,RI,20-16165076-6,24/07/2015,FAC  A,0003-00009969 21.49,0.00 0.00,4.51,0.00,0.00,0.00,26.00
EL RINCON DE,RI,30-59363033-8,26/07/2015,FAC  A,0014-00081710 228.55,98.19 0.00,48.00,0.00,0.00,0.00,374.74
FERRETERIA SALTA,RI,20-93592939-4,27/07/2015,FAC  A,0004-00010631 103.32,0.00 0.00,21.70,0.00,0.00,0.00,125.02
RUTA 22 S.A.,RI,30-59863915-5,27/07/2015,FAC  A,0014-00111976 136.01,35.45 0.00,28.56,0.00,0.00,0.00,200.02
RUTA 22 S.A.,RI,30-59863915-5,28/07/2015,FAC  A,0014-00112114 314.62,134.32 0.00,66.07,0.00,0.00,0.00,515.01
MI JARDIN  DE,RI,27-27117646-0,28/07/2015,FAC  A,0003-00000009 74.38,0.00 0.00,15.62,0.00,0.00,0.00,90.00
CASTRO  BARRO,RI,30-70770490-6,29/07/2015,FAC  A,0003-00020158 631.81,225.64 0.00,132.68,0.00,0.00,0.00,990.13
RUTA 22 S.A.,RI,30-59863915-5,29/07/2015,FAC  A,0014-00112268 204.01,53.15 0.00,42.84,0.00,0.00,0.00,300.00
CENTRO MOTOR SA,RI,30-66934093-8,29/07/2015,FAC  A,0007-00002471 1078.00,0.00 0.00,226.38,0.00,0.00,0.00,1304.38
CENTRO MOTOR SA,RI,30-66934093-8,29/07/2015,FAC  A,0007-00002469 3348.32,0.00 0.00,703.15,0.00,0.00,0.00,4051.47
Raz. social del proveedor,IVA,CUIT,Fecha Cpa.,Comp.T,No comprobante Neto Gravado,Ex/Int/Ot(+/-)Cpas RS/Rni,IVA,Acrec.,Percepción,Retención,Total
Transporte:,,,,,575901.47,3754.40 0.00,118695.99,0.00,11393.90,0.00,709745.76
RUTA 22 S.A.,RI,30-59863915-5,30/07/2015,FAC  A,0014-00112402 152.96,65.31 0.00,32.12,0.00,0.00,0.00,250.39
BANCO  CITI,RI,30-50000562-5,31/07/2015,FAC  A,0001-00310715 554.14,0.00 0.00,116.37,0.00,0.00,0.00,670.51
TRANSPORTES DEL,RI,30-70727688-2,31/07/2015,FAC  A,0004-00000571 110.17,0.00 0.00,23.14,0.00,0.00,0.00,133.31
EL EMPORIO DE LA,RI,27-92056795-4,31/07/2015,FAC  A,0005-00014034 141.33,0.00 0.00,29.68,0.00,0.00,0.00,171.01
